0.0378713 0.246134 0.00932142
0.0635139 0.520209 0.0330405
0.0849289 0.666666 0.0566192
0.0889114 0.123338 0.0109662
0.0932773 0.674747 0.0629385
0.0964338 0.739088 0.071273
0.105441 0.490006 0.0516667
0.106514 0.580035 0.0617821
0.111272 0.285767 0.0317979
0.112973 0.258453 0.0291983
0.118842 0.760312 0.090357
0.144147 0.463577 0.0668232
0.149893 0.153986 0.0230815
0.152571 0.854191 0.130325
0.1702 0.767401 0.130611
0.178918 0.339558 0.060753
0.198262 0.177214 0.0351348
0.19986 0.150845 0.0301477
0.20512 0.168849 0.0346343
0.222516 0.636062 0.141534
0.227575 0.920063 0.209383
0.228286 0.522676 0.11932
0.243124 0.921307 0.223992
0.251235 0.323926 0.0813816
0.258452 0.779609 0.201491
0.263088 0.885652 0.233004
0.281693 0.842635 0.237364
0.293961 0.270471 0.0795077
0.301356 0.437135 0.131733
0.313544 0.46416 0.145535
0.314646 0.526339 0.165611
0.3192 0.757988 0.24195
0.324755 0.092574 0.0300639
0.325863 0.220167 0.0717442
0.337162 0.14734 0.0496775
0.346478 0.432695 0.14992
0.359644 0.455274 0.163737
0.368375 0.993963 0.366151
0.390283 0.764585 0.298404
0.401026 0.300836 0.120643
0.401683 0.250657 0.100685
0.414333 0.591258 0.244977
0.420669 0.0427053 0.0179648
0.441738 0.842503 0.372166
0.45222 0.561278 0.253821
0.483968 0.00779475 0.00377241
0.484106 0.182189 0.0881986
0.493449 0.485955 0.239794
0.504587 0.155726 0.0785771
0.505934 0.499618 0.252774
0.510111 0.514183 0.262291
0.516521 0.0247068 0.0127616
0.540738 0.0987196 0.0533815
0.544916 0.972196 0.529765
0.565174 0.200175 0.113133
0.573227 0.587338 0.336678
0.574583 0.91511 0.525807
0.582232 0.463437 0.269828
0.587125 0.473816 0.278189
0.596552 0.0863441 0.0515087
0.605417 0.820139 0.496526
0.614349 0.434858 0.267154
0.617526 0.479121 0.29587
0.618147 0.620104 0.383315
0.652022 0.652918 0.425717
0.660395 0.86275 0.569755
0.663532 0.789272 0.523707
0.67433 0.546776 0.368707
0.674762 0.662682 0.447153
0.67805 0.0208086 0.0141093
0.682689 0.36926 0.25209
0.683831 0.911677 0.623434
0.695588 0.4618 0.321222
0.709571 0.818006 0.580434
0.770948 0.214158 0.165105
0.77686 0.0514107 0.039939
0.778428 0.458853 0.357184
0.787027 0.937589 0.737908
0.787696 0.528703 0.416457
0.798085 0.706622 0.563945
0.815244 0.924444 0.753647
0.81825 0.371312 0.303826
0.841866 0.762782 0.642161
0.862605 0.104016 0.0897244
0.865681 0.207661 0.179768
0.896658 0.195641 0.175423
0.910358 0.364966 0.33225
0.913948 0.309936 0.283266
0.928924 0.782075 0.726488
0.93259 0.735699 0.686106
0.94915 0.942232 0.89432
0.955866 0.414329 0.396043
0.957534 0.12356 0.118312
0.967502 0.482812 0.467122
0.973732 0.336122 0.327293
0.979471 0.766962 0.751217
0.983787 0.814832 0.80162
0.983977 0.124189 0.122199
0.988051 0.8544 0.844191
0.989363 0.110597 0.109421
