0.346939 0.0332283 0.0205839
0.506082 0.86317 0.371768
0.823242 0.696589 0.578755
0.153533 0.00105837 0.000167735
0.59505 0.0188043 0.00968578
0.891183 0.449702 0.408064
0.509905 0.460815 0.0558626
0.699621 0.0073803 0.0026616
0.154407 0.523165 0.0988841
0.819768 0.197452 0.0491455
0.192528 0.343743 0.109132
0.38928 0.696723 0.147016
0.908804 0.99516 0.904594
0.36189 0.334457 0.106921
0.917162 0.909901 0.827977
0.516484 0.516378 0.232529
0.490821 0.877211 0.414108
0.00908856 0.310745 0.00130424
0.325664 0.393186 0.0741624
0.776224 0.983918 0.762858
0.417323 0.602077 0.238033
0.199815 0.520973 0.135965
0.35239 0.809943 0.206486
0.621795 0.867147 0.577967
0.246762 0.772982 0.0299407
0.570614 0.329367 0.0322253
0.880552 0.455266 0.361925
0.884164 0.124105 0.10702
0.0328977 0.758228 0.0125412
0.211796 0.602622 0.0317357
0.3991 0.0751576 0.0152778
0.5854 0.0721108 0.0307161
0.745579 0.889905 0.648792
0.97402 0.709468 0.702933
0.231024 0.95656 0.224997
0.528607 0.128547 0.123485
0.724457 0.598399 0.375516
0.0761672 0.359855 0.0220677
0.195242 0.763724 0.115007
0.452402 0.57733 0.410035
0.298496 0.507885 0.150654
0.365916 0.361096 0.287842
0.0654873 0.326856 0.0596513
0.137728 0.85879 0.0224909
0.130463 0.255543 0.122264
0.213153 0.913655 0.208346
0.10756 0.060809 0.0481577
0.19783 0.959274 0.176043
0.0799005 0.316208 0.0604805
0.174858 0.256069 0.0376673
0.990606 0.795149 0.791406
0.777066 0.439177 0.277479
0.463419 0.173602 0.0733096
0.170122 0.00353088 0.00221472
0.950074 0.138312 0.0995972
0.327631 0.120915 0.0312922
0.834892 0.777896 0.636272
0.990874 0.0831039 0.078949
0.0390934 0.374807 0.0223557
0.699986 0.416073 0.282186
0.778137 0.287284 0.264674
0.458294 0.612558 0.203886
0.0560762 0.974413 0.0420266
0.513755 0.582115 0.276899
0.568224 0.946787 0.553559
0.225435 0.541783 0.167663
0.523924 0.614415 0.451015
0.968307 0.336879 0.313748
0.68345 0.84699 0.596076
0.22145 0.755299 0.202617
0.0740602 0.327972 0.0697796
0.66966 0.687606 0.454512
0.918982 0.944611 0.886212
0.824783 0.831131 0.779273
0.237729 0.32013 0.0455951
0.772505 0.541171 0.379645
0.94134 0.469261 0.460883
0.415071 0.748727 0.186421
0.959686 0.555042 0.536005
0.121541 0.96123 0.110346
0.219163 0.154485 0.141103
0.374781 0.419051 0.226524
0.792658 0.636734 0.576187
0.0265323 0.919556 0.0183364
0.67742 0.398956 0.371997
0.123489 0.014603 0.0137158
0.687681 0.212351 0.205076
0.316106 0.102464 0.000543273
0.645428 0.182676 0.161646
0.416641 0.839623 0.317536
0.00508934 0.0552059 0.00155258
0.0316753 0.801386 0.0181649
0.83641 0.0663667 0.0372239
0.652534 0.256004 0.099591
0.125224 0.910427 0.0752556
0.661682 0.151516 0.124212
0.544646 0.258307 0.0428927
0.332127 0.675993 0.283219
0.445963 0.964973 0.412139
0.809616 0.0154694 0.00555829
